Counting,Year,Month,Date,TimePeriod,Zone1,Zone,Species,Total,Bio,MetBio,Distancefromroad,Directionfromroad,X_observed,Y_observed,X_estimated,Y_estimated,Notes,date
2,2012,10,26,Morning,S1,S1A,Grants_Gazelle,5,250,187.5,300,,,,,,,26.10.2012
2,2012,10,26,Morning,A1,A1,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,A2,A2,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,A3,A3,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,A4,A4A,Greater_Kudu,1,200,150,150,,,,,,,26.10.2012
2,2012,10,26,Morning,B1,B1,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,B2,B2,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,B3,B3A,Greater_Kudu,1,200,150,350,,,,,,,26.10.2012
2,2012,10,26,Morning,B4,B4,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,C1,C1B,Greater_Kudu,4,800,600,150,,,,,,,26.10.2012
2,2012,10,26,Morning,C1,C1B,Greater_Kudu,1,200,150,250,,,,,,,26.10.2012
2,2012,10,26,Morning,C2,C2,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,C3,C3,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,C4,C4,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,D1,D1,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,D2,D2B,Greater_Kudu,5,1000,750,130,,,,,,,26.10.2012
2,2012,10,26,Morning,D3,D3,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,D4,D4,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,C1,C1,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,C2,C2,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,C3,C3,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,C4,C4,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,D1,D1,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,D2,D2,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,D3,D3,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,D4,D4,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,S1,S1,Greater_Kudu,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,A1,A1,Swaynes_Hartebeest,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,A2,A2,Swaynes_Hartebeest,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,A3,A3,Swaynes_Hartebeest,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,A4,A4,Swaynes_Hartebeest,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,B1,B1,Swaynes_Hartebeest,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,B2,B2,Swaynes_Hartebeest,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,B3,B3,Swaynes_Hartebeest,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,B4,B4,Swaynes_Hartebeest,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,C1,C1,Swaynes_Hartebeest,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,C2,C2,Swaynes_Hartebeest,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,C3,C3,Swaynes_Hartebeest,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,C4,C4C,Swaynes_Hartebeest,4,684,513,200,,,,,,,26.10.2012
2,2012,10,26,Morning,D1,D1,Swaynes_Hartebeest,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,D2,D2,Swaynes_Hartebeest,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,D3,D3,Swaynes_Hartebeest,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,D4,D4,Swaynes_Hartebeest,0,0,0,,,,,,,,26.10.2012
2,2012,10,26,Morning,S1,S1,Swaynes_Hartebeest,0,0,0,,,,,,,,26.10.2012
3,2013,2,8,Evening,A1,A1A,Burchells_Zebra,3,645,483.75,200,W,,,,,,8.2.2013
4,2013,2,9,Morning,A1,A1A,Burchells_Zebra,22,4730,3547.5,120,W,349887.9413,657883.3177,349767.9413,657883.3177,,8.2.2013
4,2013,2,9,Morning,A1,A1B,Burchells_Zebra,27,5805,4353.75,90,W,350391.407,658543.1999,350301.407,658543.1999,,8.2.2013
4,2013,2,9,Morning,A2,A2,Burchells_Zebra,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,A3,A3A,Burchells_Zebra,5,1075,806.25,60,W,350836.5814,656094.8051,350776.5814,656094.8051,,8.2.2013
3,2013,2,8,Evening,A3,A3B,Burchells_Zebra,2,430,322.5,100,W,350521.9446,655372.0932,350421.9446,655372.0932,,8.2.2013
3,2013,2,8,Evening,A3,A3C,Burchells_Zebra,11,2365,1773.75,110,W,350469.8196,655244.6191,350359.8196,655244.6191,,8.2.2013
3,2013,2,8,Evening,A3,A3D,Burchells_Zebra,9,1935,1451.25,85,W,350294.9055,654751.3374,350209.9055,654751.3374,,8.2.2013
4,2013,2,9,Morning,A3,A3A,Burchells_Zebra,14,3010,2257.5,110,W,350205.6367,654283.9421,350095.6367,654283.9421,,8.2.2013
3,2013,2,8,Evening,A4,A4A,Burchells_Zebra,5,1075,806.25,150,W,350120.6794,652083.9699,349970.6794,652083.9699,,8.2.2013
4,2013,2,9,Morning,A4,A4A,Burchells_Zebra,2,430,322.5,110,W,350065.7061,651787.547,349955.7061,651787.547,,8.2.2013
4,2013,2,9,Morning,A4,A4B,Burchells_Zebra,7,1505,1128.75,200,W,350190.6166,652524.101,349990.6166,652524.101,,8.2.2013
4,2013,2,9,Morning,A4,A4D,Burchells_Zebra,22,4730,3547.5,60,W,350234.8857,653290.9266,350174.8857,653290.9266,,8.2.2013
3,2013,2,8,Evening,B1,B1B,Burchells_Zebra,19,4085,3063.75,150,E,350178.5032,658177.8353,350328.5032,658177.8353,,8.2.2013
3,2013,2,8,Evening,B1,B1C,Burchells_Zebra,4,860,645,70,E,349678.0855,657588.9342,349748.0855,657588.9342,,8.2.2013
4,2013,2,9,Morning,B1,B1A,Burchells_Zebra,4,860,645,200,E,350176.6103,658173.417,350376.6103,658173.417,,8.2.2013
3,2013,2,8,Evening,B2,B2A,Burchells_Zebra,2,430,322.5,180,E,349647.1942,657182.1006,349827.1942,657182.1006,,8.2.2013
3,2013,2,8,Evening,B2,B2B,Burchells_Zebra,8,1720,1290,70,E,349997.8723,656570.8772,350067.8723,656570.8772,,8.2.2013
4,2013,2,9,Morning,B2,B2A,Burchells_Zebra,13,2795,2096.25,150,E,350565.6406,656220.9648,350715.6406,656220.9648,,8.2.2013
3,2013,2,8,Evening,B3,B3A,Burchells_Zebra,24,5160,3870,75,E,350294.9055,654751.3374,350369.9055,654751.3374,,8.2.2013
3,2013,2,8,Evening,B3,B3B,Burchells_Zebra,9,1935,1451.25,60,E,350211.6997,653954.7519,350271.6997,653954.7519,,8.2.2013
3,2013,2,8,Evening,B3,B3C,Burchells_Zebra,15,3225,2418.75,220,E,350246.9166,653184.4157,350466.9166,653184.4157,,8.2.2013
4,2013,2,9,Morning,B3,B3A,Burchells_Zebra,39,8385,6288.75,90,E,350205.6367,654283.9421,350295.6367,654283.9421,,8.2.2013
4,2013,2,9,Morning,B3,B3B,Burchells_Zebra,6,1290,967.5,100,E,350375.936,654973.0597,350475.936,654973.0597,,8.2.2013
4,2013,2,9,Morning,B3,B3C,Burchells_Zebra,5,1075,806.25,70,E,350847.6054,656120.8735,350917.6054,656120.8735,,8.2.2013
3,2013,2,8,Evening,B4,B4A,Burchells_Zebra,6,1290,967.5,130,E,350120.6794,652083.9699,350250.6794,652083.9699,,8.2.2013
3,2013,2,8,Evening,B4,B4B,Burchells_Zebra,12,2580,1935,10,W,350320.6078,651476.3297,350310.6078,651476.3297,,8.2.2013
3,2013,2,8,Evening,B4,B4C,Burchells_Zebra,7,1505,1128.75,50,W,351015.2844,652488.7105,350965.2844,652488.7105,,8.2.2013
4,2013,2,9,Morning,B4,B4A,Burchells_Zebra,13,2795,2096.25,80,W,350621.7714,651934.0348,350541.7714,651934.0348,,8.2.2013
4,2013,2,9,Morning,B4,B4B,Burchells_Zebra,5,1075,806.25,110,E,350209.3793,652727.3989,350319.3793,652727.3989,,8.2.2013
4,2013,2,9,Morning,B4,B4C,Burchells_Zebra,81,17415,13061.25,150,E,350255.3266,653000.2916,350405.3266,653000.2916,,8.2.2013
4,2013,2,9,Morning,C1,C1A,Burchells_Zebra,11,2365,1773.75,120,W,351283.9022,659208.2164,351163.9022,659208.2164,,8.2.2013
4,2013,2,9,Morning,C1,C1B,Burchells_Zebra,11,2365,1773.75,150,W,351455.3976,658847.9957,351305.3976,658847.9957,,8.2.2013
4,2013,2,9,Morning,C2,C2A,Burchells_Zebra,5,1075,806.25,200,W,352730.1902,656267.5866,352530.1902,656267.5866,,8.2.2013
4,2013,2,9,Morning,C3,C3,Burchells_Zebra,0,0,0,,,,,,,,8.2.2013
4,2013,2,9,Morning,C4,C4,Burchells_Zebra,0,0,0,,,,,,,,8.2.2013
4,2013,2,9,Morning,D1,D1,Burchells_Zebra,0,0,0,,,,,,,,8.2.2013
4,2013,2,9,Morning,D2,D2A,Burchells_Zebra,25,5375,4031.25,200,E,352648.3515,656626.8104,352848.3515,656626.8104,,8.2.2013
4,2013,2,9,Morning,D3,D3,Burchells_Zebra,0,0,0,,,,,,,,8.2.2013
4,2013,2,9,Morning,D4,D4B,Burchells_Zebra,5,1075,806.25,110,E,351508.6363,653309.5152,351618.6363,653309.5152,,8.2.2013
4,2013,2,9,Morning,S1,S1,Burchells_Zebra,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,A1,A1,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,A2,A2,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,A3,A3,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,A4,A4,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,B1,B1,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,B2,B2,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,B3,B3,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,B4,B4,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,C1,C1,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,C2,C2,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,C3,C3,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,C4,C4,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,D1,D1,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,D2,D2,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,D3,D3,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,D4,D4,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,S1,S1,Cattle,0,0,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,A1,A1,Pastoralist,0,,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,A2,A2,Pastoralist,0,,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,A3,A3,Pastoralist,0,,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,A4,A4,Pastoralist,0,,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,B1,B1,Pastoralist,0,,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,B2,B2,Pastoralist,0,,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,B3,B3,Pastoralist,0,,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,B4,B4,Pastoralist,0,,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,C1,C1,Pastoralist,0,,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,C2,C2,Pastoralist,0,,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,C3,C3,Pastoralist,0,,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,C4,C4,Pastoralist,0,,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,D1,D1,Pastoralist,0,,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,D2,D2,Pastoralist,0,,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,D3,D3,Pastoralist,0,,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,D4,D4,Pastoralist,0,,0,,,,,,,,8.2.2013
4,2013,2,26,Morning,S1,S1,Pastoralist,0,,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,A1,A1B,Grants_Gazelle,1,50,37.5,100,W,350434.8267,658597.2743,350334.8267,658597.2743,,8.2.2013
4,2013,2,9,Morning,A1,A1B,Grants_Gazelle,1,50,37.5,90,W,350391.407,658543.1999,350301.407,658543.1999,,8.2.2013
4,2013,2,9,Morning,A2,A2,Grants_Gazelle,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,A3,A3C,Grants_Gazelle,2,100,75,90,W,350469.8196,655244.6191,350379.8196,655244.6191,,8.2.2013
4,2013,2,9,Morning,A3,A3B,Grants_Gazelle,3,150,112.5,100,W,350375.936,654973.0597,350275.936,654973.0597,,8.2.2013
4,2013,2,9,Morning,A4,A4C,Grants_Gazelle,6,300,225,100,W,350209.3793,652727.3989,350109.3793,652727.3989,,8.2.2013
4,2013,2,9,Morning,B1,B1,Grants_Gazelle,0,0,0,,,,,,,,8.2.2013
4,2013,2,9,Morning,B2,B2,Grants_Gazelle,0,0,0,,,,,,,,8.2.2013
4,2013,2,9,Morning,B3,B3B,Grants_Gazelle,1,50,37.5,120,E,350375.936,654973.0597,350495.936,654973.0597,,8.2.2013
4,2013,2,9,Morning,B3,B3C,Grants_Gazelle,1,50,37.5,60,E,350847.6054,656120.8735,350907.6054,656120.8735,,8.2.2013
4,2013,2,9,Morning,B4,B4A,Grants_Gazelle,3,150,112.5,100,W,350621.7714,651934.0348,350521.7714,651934.0348,,8.2.2013
4,2013,2,9,Morning,B4,B4C,Grants_Gazelle,2,100,75,130,E,350255.3266,653000.2916,350385.3266,653000.2916,,8.2.2013
4,2013,2,9,Morning,C1,C1A,Grants_Gazelle,1,50,37.5,70,W,351283.9022,659208.2164,351213.9022,659208.2164,,8.2.2013
4,2013,2,9,Morning,C2,C2A,Grants_Gazelle,1,50,37.5,200,W,352730.1902,656267.5866,352530.1902,656267.5866,,8.2.2013
4,2013,2,9,Morning,C3,C3A,Grants_Gazelle,3,150,112.5,90,W,352570.2867,655423.7538,352480.2867,655423.7538,,8.2.2013
4,2013,2,9,Morning,C3,C3B,Grants_Gazelle,1,50,37.5,200,W,352235.3648,654590.1821,352035.3648,654590.1821,,8.2.2013
4,2013,2,9,Morning,C3,C3C,Grants_Gazelle,1,50,37.5,100,W,352015.5409,654153.9509,351915.5409,654153.9509,,8.2.2013
4,2013,2,9,Morning,C4,C4A,Grants_Gazelle,1,50,37.5,250,W,351799.2962,653687.8567,351549.2962,653687.8567,,8.2.2013
4,2013,2,9,Morning,C4,C4B,Grants_Gazelle,3,150,112.5,100,W,351258.6784,652914.9325,351158.6784,652914.9325,,8.2.2013
4,2013,2,9,Morning,D1,D1,Grants_Gazelle,0,0,0,,,,,,,,8.2.2013
4,2013,2,9,Morning,D2,D2A,Grants_Gazelle,3,150,112.5,200,E,352648.3515,656626.8104,352848.3515,656626.8104,,8.2.2013
4,2013,2,9,Morning,D3,D3A,Grants_Gazelle,5,250,187.5,80,E,352570.2867,655423.7538,352650.2867,655423.7538,,8.2.2013
3,2013,2,8,Evening,D4,D4A,Grants_Gazelle,2,100,75,50,W,351313.508,653016.5268,351263.508,653016.5268,,8.2.2013
3,2013,2,8,Evening,D4,D4B,Grants_Gazelle,3,150,112.5,100,W,351932.6066,653966.7306,351832.6066,653966.7306,,8.2.2013
4,2013,2,9,Morning,D4,D4A,Grants_Gazelle,7,350,262.5,200,E,351799.2962,653687.8567,351999.2962,653687.8567,,8.2.2013
4,2013,2,9,Morning,D4,D4B,Grants_Gazelle,6,300,225,110,E,351508.6363,653309.5152,351618.6363,653309.5152,,8.2.2013
4,2013,2,9,Morning,D4,D4C,Grants_Gazelle,3,150,112.5,110,E,351258.6784,652914.9325,351368.6784,652914.9325,,8.2.2013
4,2013,2,9,Morning,S1,S1,Grants_Gazelle,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,A1,A1A,Greater_Kudu,1,200,150,20,W,,,,,,8.2.2013
4,2013,2,9,Morning,A1,A1B,Greater_Kudu,3,600,450,90,W,350391.407,658543.1999,350301.407,658543.1999,,8.2.2013
4,2013,2,9,Morning,A2,A2,Greater_Kudu,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,A3,A3C,Greater_Kudu,12,2400,1800,120,W,350469.8196,655244.6191,350349.8196,655244.6191,,8.2.2013
3,2013,2,8,Evening,A3,A3E,Greater_Kudu,3,600,450,200,W,350211.6997,653954.7519,350011.6997,653954.7519,,8.2.2013
3,2013,2,8,Evening,A4,A4,Greater_Kudu,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,B1,B1A,Greater_Kudu,2,400,300,100,E,350362.3237,658511.5366,350462.3237,658511.5366,,8.2.2013
3,2013,2,8,Evening,B1,B1B,Greater_Kudu,6,1200,900,100,E,350178.5032,658177.8353,350278.5032,658177.8353,,8.2.2013
3,2013,2,8,Evening,B2,B2,Greater_Kudu,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,B3,B3A,Greater_Kudu,4,800,600,90,E,350294.9055,654751.3374,350384.9055,654751.3374,,8.2.2013
3,2013,2,8,Evening,B4,B4,Greater_Kudu,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,C1,C1,Greater_Kudu,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,C2,C2,Greater_Kudu,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,C3,C3,Greater_Kudu,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,C4,C4,Greater_Kudu,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,D1,D1,Greater_Kudu,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,D2,D2,Greater_Kudu,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,D3,D3,Greater_Kudu,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,D4,D4,Greater_Kudu,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,S1,S1,Greater_Kudu,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,A1,A1,Swaynes_Hartebeest,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,A2,A2,Swaynes_Hartebeest,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,A3,A3,Swaynes_Hartebeest,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,A4,A4,Swaynes_Hartebeest,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,B1,B1,Swaynes_Hartebeest,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,B2,B2,Swaynes_Hartebeest,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,B3,B3,Swaynes_Hartebeest,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,B4,B4,Swaynes_Hartebeest,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,C1,C1,Swaynes_Hartebeest,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,C2,C2,Swaynes_Hartebeest,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,C3,C3,Swaynes_Hartebeest,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,C4,C4,Swaynes_Hartebeest,4,684,513,,,,,,,,8.2.2013
3,2013,2,8,Evening,D1,D1,Swaynes_Hartebeest,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,D2,D2,Swaynes_Hartebeest,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,D3,D3,Swaynes_Hartebeest,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,D4,D4,Swaynes_Hartebeest,0,0,0,,,,,,,,8.2.2013
3,2013,2,8,Evening,S1,S1,Swaynes_Hartebeest,0,0,0,,,,,,,,8.2.2013